user_id,age,gender,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,sleep_quality,mood_rating,stress_level,physical_activity_hours_per_week,location_type,mental_health_score,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,weekly_anxiety_score,weekly_depression_score,mindfulness_minutes_per_day
user_1007,22,Male,5.3,4.7,1.0,1.3,0.6,1.2,2.3,2.9,2.4,5.5,8,1,3,3.8,Suburban,25,0,1,96.5,19,6,13.6
user_1008,51,Female,4.9,2.8,3.0,1.2,1.6,1.6,4.9,4.5,0.2,5.4,1,8,9,3.9,Suburban,24,1,1,179.4,3,5,17.0
user_1009,29,Male,3.3,3.9,0.4,0.1,1.6,0.1,1.0,3.3,0.4,4.1,9,9,3,6.7,Suburban,61,1,1,174.4,3,13,25.0
user_1010,51,Other,7.7,0.7,1.4,1.8,2.0,1.2,0.0,2.2,0.6,6.0,6,1,2,5.0,Suburban,37,0,0,76.7,10,19,6.3
user_1011,34,Male,3.9,2.4,2.8,1.2,1.0,1.7,0.3,2.3,1.0,6.5,2,5,1,2.8,Urban,78,0,1,129.1,2,5,11.6
user_1012,38,Female,6.0,3.0,1.9,1.6,0.7,2.4,0.0,4.9,1.4,7.4,3,7,1,2.2,Rural,32,0,1,136.8,16,3,0.0
user_1013,56,Male,2.6,4.5,3.1,0.1,1.6,2.2,4.6,4.2,1.6,5.8,5,2,5,1.6,Rural,74,1,1,71.0,8,12,15.3
user_1014,37,Other,7.6,4.0,0.0,0.8,2.9,0.5,2.0,4.5,0.0,8.4,6,6,5,2.1,Urban,39,1,0,239.2,13,16,11.5
user_1015,29,Female,8.4,2.4,1.7,1.6,0.0,2.5,4.3,1.2,2.4,7.2,9,8,9,0.0,Rural,57,0,1,158.5,1,11,8.6
user_1016,25,Male,7.0,3.5,3.3,0.2,0.7,2.1,1.6,0.1,1.7,5.2,2,8,4,0.6,Rural,40,1,1,229.7,13,8,5.1
user_1017,32,Male,2.9,4.9,0.9,0.8,2.1,3.7,0.9,1.4,2.1,5.9,5,10,5,4.3,Suburban,23,1,1,260.4,2,19,7.2
user_1018,37,Male,7.7,2.7,3.0,1.2,1.7,0.2,0.0,2.7,0.0,8.9,7,10,6,6.1,Urban,32,0,0,158.0,1,2,11.9
user_1019,16,Male,4.3,2.5,1.8,0.1,2.1,1.8,1.5,1.7,2.0,7.4,7,8,10,3.1,Suburban,37,0,1,168.7,0,10,2.3
user_1020,22,Other,3.7,0.2,2.4,0.3,1.1,3.2,3.0,2.5,0.2,5.9,4,6,7,1.6,Urban,32,0,1,110.6,3,4,7.5
user_1021,15,Male,5.2,2.6,3.3,1.7,0.0,1.6,1.7,1.9,0.7,7.6,3,6,9,0.0,Suburban,32,0,1,216.7,9,2,10.1
user_1022,53,Female,5.2,0.4,2.4,1.0,3.2,0.9,0.1,0.2,2.6,5.0,8,3,6,6.4,Suburban,58,1,1,147.6,14,16,0.0
user_1023,57,Female,5.0,2.8,1.4,1.6,2.6,1.0,2.8,3.1,1.9,5.8,2,2,1,0.3,Rural,56,0,1,128.8,20,8,1.6
user_1024,30,Female,8.5,4.5,2.6,1.1,1.5,2.9,3.0,2.5,0.5,3.7,5,5,8,0.1,Suburban,80,0,0,111.6,11,5,4.7
user_1025,59,Male,10.0,0.0,1.3,2.2,0.7,0.1,1.4,4.2,2.0,7.2,10,9,2,2.4,Urban,54,1,0,153.7,5,17,22.5
user_1026,48,Male,3.3,4.9,2.3,1.2,1.0,1.6,1.2,2.7,1.6,5.1,5,4,9,2.9,Suburban,57,0,0,181.1,20,5,3.4
user_1027,59,Female,4.6,2.5,0.7,1.6,1.7,0.9,0.0,3.5,0.8,6.4,1,5,7,3.0,Urban,59,0,1,160.2,2,5,9.6
user_1028,34,Other,6.3,3.0,2.0,0.9,1.2,1.0,2.8,1.4,1.7,4.6,7,6,7,1.3,Urban,46,0,0,173.1,2,9,1.7
user_1029,46,Male,5.2,2.2,3.2,1.1,1.5,2.5,1.4,3.0,0.8,6.7,4,6,10,3.8,Urban,77,0,1,139.2,18,10,3.8
user_1030,59,Male,6.8,0.4,1.7,1.3,3.1,1.5,0.0,3.6,1.6,6.4,10,4,10,2.0,Urban,45,1,1,175.2,19,13,0.0
user_1031,20,Female,7.8,1.8,3.1,1.4,2.4,2.3,0.2,3.2,1.6,4.7,2,4,5,2.0,Rural,31,0,1,173.7,3,11,15.4
user_1032,52,Other,7.5,6.1,5.1,1.0,0.3,0.5,2.7,2.2,1.7,5.9,8,8,8,2.4,Suburban,21,1,1,210.7,18,19,0.0
user_1033,61,Male,7.2,1.4,2.0,1.0,1.6,3.0,1.6,3.0,3.1,6.7,4,5,10,1.6,Suburban,62,0,1,190.3,13,17,17.3
user_1034,56,Male,9.3,0.6,2.6,1.3,1.0,2.3,0.6,3.3,2.1,7.0,1,5,1,0.5,Urban,77,0,1,157.7,3,14,13.7
user_1035,31,Female,2.8,3.2,2.5,1.3,1.8,3.5,2.1,4.1,2.2,8.4,8,9,3,0.6,Suburban,79,0,0,170.7,7,9,9.4
user_1036,54,Male,9.0,2.9,2.2,0.5,1.4,1.5,1.0,1.8,0.7,8.0,7,4,9,0.8,Suburban,39,1,0,92.4,18,0,17.5
user_1037,53,Male,5.2,2.5,2.8,1.1,4.5,2.5,1.2,1.0,0.0,5.7,3,7,1,3.9,Urban,54,0,0,213.9,18,14,34.8
user_1038,49,Female,7.6,3.0,1.8,1.2,1.9,2.9,1.7,1.4,1.0,5.7,3,5,8,3.8,Rural,74,0,0,137.5,0,1,13.8
user_1039,18,Other,3.9,4.0,1.3,0.5,1.4,2.5,4.0,2.7,0.7,4.8,7,9,6,2.5,Urban,29,1,1,143.8,14,19,1.0
user_1040,64,Male,4.2,2.1,0.5,1.5,3.3,4.0,4.0,2.5,1.8,5.3,2,8,10,2.6,Suburban,27,0,0,126.1,10,1,21.9
user_1041,38,Female,7.3,3.3,1.7,1.2,1.7,0.0,0.0,3.3,1.0,7.5,5,8,5,5.3,Urban,59,0,1,105.7,8,3,11.5
user_1042,46,Female,2.1,4.5,2.9,2.2,0.0,2.2,1.9,3.6,2.5,4.6,7,10,6,4.0,Urban,65,0,0,109.1,2,13,26.9
user_1043,57,Female,8.0,1.5,1.1,1.0,1.4,1.5,0.3,0.0,0.0,6.3,6,10,5,6.1,Rural,55,1,1,96.1,17,18,6.0
user_1044,18,Female,8.5,0.0,2.2,1.6,2.1,1.4,0.7,1.9,0.9,6.1,10,3,9,1.8,Suburban,50,1,0,138.0,18,13,20.3
user_1045,49,Female,6.4,4.0,1.9,1.3,2.0,3.8,0.0,2.8,1.6,5.6,7,9,2,0.7,Suburban,34,0,0,191.7,15,12,10.0
user_1046,45,Male,6.3,6.8,1.4,2.0,2.5,1.3,1.0,3.9,0.2,4.9,2,8,10,5.0,Rural,61,0,0,148.9,15,0,31.3
user_1047,34,Female,4.3,3.0,0.1,0.5,1.7,3.0,0.6,2.4,2.1,4.2,7,3,6,3.0,Urban,37,0,1,183.2,2,9,7.7
user_1048,33,Female,7.3,3.3,3.4,0.8,1.6,0.7,3.2,4.3,2.1,4.9,2,10,4,1.4,Suburban,73,1,0,174.1,17,13,34.0
user_1049,18,Female,6.7,2.6,2.5,0.5,0.1,3.2,1.0,3.2,0.8,6.4,7,1,3,4.0,Urban,34,0,1,127.6,12,16,13.5
user_1050,18,Female,4.2,5.4,4.7,1.0,3.0,2.0,0.0,3.0,3.8,7.2,8,5,5,1.6,Suburban,38,0,1,211.9,19,15,16.8
user_1051,60,Male,5.2,2.9,3.1,0.4,1.2,1.7,2.0,2.4,0.1,8.4,10,4,2,4.4,Urban,43,1,0,200.0,7,14,23.6
user_1052,16,Female,5.7,2.7,3.3,0.2,0.5,0.2,1.8,2.5,0.0,6.9,8,8,3,4.0,Urban,54,0,0,191.1,6,10,3.7
user_1053,42,Female,5.2,4.4,0.3,0.0,4.1,1.7,1.7,2.9,0.7,7.2,5,6,7,2.5,Rural,21,0,1,170.8,18,11,17.8
user_1054,23,Male,3.3,2.3,0.2,0.0,3.2,1.2,2.7,2.2,1.4,8.4,7,10,1,0.0,Urban,32,1,0,133.0,19,0,7.7
user_1055,42,Female,7.4,1.1,2.0,1.3,1.1,4.1,3.5,3.9,0.0,6.9,8,5,2,1.2,Urban,64,1,1,132.9,11,2,11.2
user_1056,43,Male,5.5,4.3,0.9,0.8,0.0,2.1,1.7,3.6,1.8,7.7,4,9,3,6.0,Urban,76,0,0,148.5,17,10,10.7
user_1057,36,Male,6.0,2.1,1.3,0.4,0.8,1.3,2.3,4.1,3.7,6.0,2,6,10,6.5,Urban,28,0,1,218.9,14,20,14.6
user_1058,21,Male,4.8,1.5,4.5,0.7,3.1,1.2,1.7,1.1,0.0,7.4,7,3,7,8.2,Urban,76,0,1,205.9,11,10,14.2
user_1059,15,Male,7.0,6.2,3.2,0.7,1.7,0.4,2.6,1.1,1.4,6.8,1,6,4,3.8,Urban,54,0,1,77.9,5,4,5.4
user_1060,63,Male,6.4,2.7,1.1,0.5,0.2,3.8,0.2,3.1,2.2,6.2,2,4,8,0.8,Suburban,21,1,0,163.0,16,14,11.0
user_1061,43,Female,8.4,3.7,0.0,1.8,2.3,3.5,2.7,2.4,2.0,8.4,10,5,8,5.7,Suburban,65,1,1,25.6,3,19,0.0
user_1062,52,Male,7.0,3.0,1.0,1.7,1.3,1.9,2.3,2.8,3.4,5.1,7,6,1,2.5,Suburban,35,1,1,127.9,11,15,17.9
user_1063,49,Female,5.6,1.7,1.4,1.8,0.9,4.6,0.8,1.0,0.7,5.5,10,9,5,1.6,Rural,65,0,1,116.1,16,2,23.6
user_1064,48,Female,4.5,4.0,1.7,1.1,0.9,2.0,4.7,0.6,3.2,7.9,1,3,1,3.7,Suburban,55,0,1,177.8,20,7,11.5
user_1065,36,Female,7.7,3.5,0.7,1.1,2.8,3.3,0.4,2.8,1.1,7.7,7,1,7,6.8,Urban,21,0,1,95.6,4,15,0.0
user_1066,43,Female,5.4,2.0,3.1,0.7,2.0,2.7,2.4,1.5,0.7,6.5,5,2,4,2.8,Urban,35,0,1,73.6,5,15,15.9
user_1067,18,Male,5.7,3.6,1.3,0.6,0.0,1.3,0.9,3.4,3.1,6.9,3,8,8,3.0,Suburban,27,0,1,125.1,14,3,3.9
user_1068,14,Female,5.7,2.2,2.6,1.0,1.9,2.2,2.7,1.7,0.8,7.1,2,4,8,0.0,Suburban,77,0,0,149.6,7,14,11.5
user_1069,32,Male,5.2,1.3,2.1,1.3,1.6,2.4,4.4,1.3,2.3,6.9,7,7,9,3.2,Urban,20,0,0,63.1,19,18,15.5
user_1070,40,Female,5.7,1.2,2.9,1.6,1.1,0.4,2.9,0.0,0.7,6.8,9,2,6,4.3,Urban,37,0,1,206.9,15,14,14.4
user_1071,23,Other,9.9,3.4,1.8,0.7,1.1,2.3,1.9,4.1,0.0,5.5,9,10,7,2.8,Suburban,73,0,0,139.9,12,12,18.6
user_1072,16,Male,3.9,2.4,1.1,0.4,0.6,3.4,3.1,3.4,0.0,8.0,10,8,7,3.0,Suburban,60,0,1,151.3,14,9,11.2
user_1073,27,Male,4.4,5.3,1.4,1.4,0.8,1.2,1.3,0.6,1.9,6.3,10,10,5,3.5,Suburban,45,0,1,205.1,19,1,11.4
user_1074,18,Female,8.8,2.9,1.4,0.1,1.8,1.7,2.6,0.0,0.1,5.3,8,9,7,0.9,Urban,63,0,0,113.4,12,5,15.9
user_1075,61,Female,5.3,1.8,4.1,1.0,1.2,0.7,2.1,1.7,1.0,6.7,2,7,9,0.0,Suburban,24,0,0,224.1,14,16,9.4
user_1076,42,Female,5.1,3.2,2.1,1.0,2.0,1.4,0.5,3.7,0.6,6.9,1,10,4,2.8,Suburban,40,1,0,150.3,1,7,4.5
user_1077,50,Male,8.1,1.1,2.0,0.8,0.7,1.5,4.1,1.8,0.3,7.0,8,1,2,2.5,Rural,54,0,1,189.6,20,15,13.6
user_1078,63,Female,3.2,2.9,2.9,0.2,2.2,3.9,3.5,2.2,0.4,7.7,2,2,8,4.1,Suburban,59,1,0,172.2,19,20,1.0
user_1079,14,Male,7.6,3.5,2.0,0.8,2.8,1.6,1.0,3.8,1.4,6.0,4,9,7,7.8,Suburban,47,1,0,184.3,17,12,9.4
user_1080,27,Female,6.1,3.3,3.1,1.8,1.5,1.4,3.2,1.2,0.0,6.4,4,10,6,5.6,Suburban,73,0,1,153.8,6,11,0.0
user_1081,23,Other,6.9,5.0,1.6,1.3,2.0,1.9,0.6,1.6,2.0,5.5,2,7,7,0.0,Urban,45,0,0,126.6,20,15,5.6
user_1082,20,Female,6.9,6.9,1.5,1.6,2.1,0.0,2.6,2.8,0.0,6.8,4,3,3,8.0,Urban,51,0,1,246.9,8,6,5.9
user_1083,38,Female,4.7,4.0,1.0,0.4,1.0,0.0,2.1,2.1,0.0,5.5,7,5,6,4.3,Rural,79,0,1,149.0,6,9,2.1
user_1084,63,Male,8.1,4.8,3.9,1.1,2.1,0.3,4.0,1.4,0.0,5.8,6,1,10,2.5,Suburban,67,0,0,95.1,8,5,18.8
user_1085,57,Female,4.9,6.8,1.9,1.0,0.0,2.4,2.4,3.4,1.5,7.7,10,10,7,6.0,Suburban,69,1,0,223.4,11,4,18.1
user_1086,56,Female,6.8,1.5,0.8,1.1,0.0,2.0,0.1,3.2,2.7,6.7,6,3,7,0.0,Rural,63,0,0,134.5,9,17,20.5
user_1087,17,Male,8.5,3.2,2.2,1.3,1.2,3.0,3.2,3.6,1.1,8.2,4,4,5,1.9,Rural,63,1,0,63.8,9,15,8.5
user_1088,18,Female,8.8,2.3,1.3,1.1,2.1,0.2,1.5,2.3,1.6,7.9,2,4,3,3.4,Suburban,40,1,0,108.8,12,2,6.5
user_1089,38,Male,5.5,4.3,1.6,0.4,1.4,1.8,1.4,0.2,1.7,6.8,5,7,2,3.1,Urban,23,0,1,52.1,4,2,16.4
user_1090,16,Female,6.9,3.4,2.3,1.3,2.2,0.1,2.0,2.5,1.9,6.9,3,5,7,6.0,Urban,78,0,1,111.1,7,4,11.0
user_1091,31,Female,5.3,1.8,3.5,1.4,0.3,2.3,1.3,1.0,0.2,6.2,3,9,4,5.4,Rural,61,0,1,237.9,9,1,11.0
user_1092,32,Female,11.0,3.0,2.1,1.7,2.4,0.3,4.2,0.0,2.8,7.8,4,7,2,4.4,Urban,60,0,0,172.9,5,0,0.0
user_1093,45,Male,7.6,4.6,1.3,1.7,3.1,1.7,3.0,2.1,0.9,6.9,5,2,8,2.4,Rural,55,0,0,149.8,10,3,16.1
user_1094,32,Female,6.2,1.0,1.5,1.2,0.8,2.2,0.6,2.6,1.5,7.6,2,8,2,4.9,Urban,43,1,0,121.1,3,9,15.0
user_1095,61,Female,6.6,1.8,2.7,0.4,2.3,1.5,1.1,4.6,1.1,5.7,6,2,6,1.8,Suburban,52,0,0,143.1,1,12,10.0
user_1096,24,Other,6.8,1.6,0.0,0.2,1.5,0.0,0.4,0.9,0.8,4.9,6,7,4,4.5,Suburban,24,0,1,205.7,5,2,16.5
user_1097,59,Male,6.9,3.5,1.0,0.9,1.9,4.0,3.2,3.4,2.1,7.1,8,5,9,1.5,Urban,76,1,0,58.6,12,10,14.8
user_1098,13,Male,5.5,4.9,2.2,1.5,3.1,1.4,1.9,0.4,1.8,7.3,2,10,5,3.6,Rural,22,0,0,297.0,11,2,4.4
user_1099,38,Female,5.2,0.0,0.3,1.4,1.8,0.1,0.8,4.2,0.0,6.6,8,6,4,0.1,Suburban,30,0,1,105.9,13,9,8.2
user_1100,26,Male,5.7,3.1,1.7,1.1,2.3,2.9,3.9,1.6,1.6,7.2,8,4,8,5.1,Urban,64,0,1,137.5,7,8,1.9
user_1101,50,Female,3.7,1.6,1.5,1.0,0.2,3.0,2.6,2.1,3.3,5.5,4,5,3,2.1,Urban,51,0,1,142.0,2,9,21.7
user_1102,49,Female,7.4,4.5,2.9,2.0,2.2,1.6,2.2,2.1,1.4,7.6,7,5,9,0.3,Suburban,41,1,0,140.7,4,12,17.8
user_1103,23,Female,4.4,2.6,1.7,1.3,3.1,3.8,2.2,3.5,0.7,7.9,7,7,8,1.1,Urban,30,1,0,116.4,6,17,3.5
user_1104,48,Female,3.9,3.2,3.2,1.0,0.6,1.1,0.4,0.6,0.8,7.7,1,4,8,2.4,Rural,77,0,0,193.7,17,20,15.0
user_1105,25,Female,6.0,3.0,2.1,0.7,1.2,2.2,2.7,2.3,0.6,6.6,1,5,10,1.2,Urban,57,0,0,207.0,5,17,12.2
user_1106,55,Male,5.7,4.7,3.8,0.5,2.2,2.6,1.5,1.7,0.1,7.9,8,4,5,4.4,Urban,78,0,1,197.8,17,16,4.5
user_1107,15,Male,6.5,6.1,0.6,0.4,1.9,3.8,3.0,5.4,1.0,5.1,1,4,1,2.4,Urban,41,1,1,154.5,7,16,11.0
user_1108,45,Male,4.9,1.3,3.6,0.5,0.1,0.0,2.8,1.1,1.0,7.2,3,8,10,4.9,Urban,23,1,1,120.5,6,4,16.9
user_1109,18,Male,5.2,1.6,1.6,1.1,1.7,4.8,1.9,0.0,1.8,7.4,6,5,9,2.4,Urban,58,0,0,140.7,1,8,17.5
user_1110,62,Female,7.4,3.5,3.5,1.0,1.2,3.4,1.8,4.7,0.7,7.1,8,9,2,4.4,Rural,22,0,0,145.7,3,11,28.7
user_1111,22,Female,7.3,1.8,3.2,0.8,0.5,2.5,4.0,3.1,3.2,5.4,5,5,1,3.0,Urban,73,1,1,101.0,8,11,10.8
user_1112,17,Female,7.2,4.4,0.0,1.4,2.9,1.0,0.4,1.5,0.3,6.8,5,8,6,2.5,Urban,29,0,0,158.9,15,18,8.1
user_1113,35,Female,6.1,4.6,2.5,1.9,1.5,0.9,1.3,2.5,1.3,6.2,4,3,1,0.9,Urban,56,1,1,240.0,18,6,14.5
user_1114,22,Other,6.3,2.2,3.0,0.6,2.5,2.3,3.4,1.5,0.5,4.2,4,7,10,3.1,Suburban,38,1,1,141.5,9,19,8.5
user_1115,56,Female,6.5,1.9,3.3,0.7,0.3,2.6,3.8,0.0,0.7,5.1,7,1,10,4.5,Suburban,37,0,1,175.0,7,11,5.3
user_1116,14,Female,4.7,2.6,0.8,0.0,2.1,2.4,1.8,2.3,0.9,7.9,6,5,10,1.6,Suburban,47,1,1,117.2,15,8,2.6
user_1117,25,Female,8.9,3.2,2.6,1.0,2.6,2.2,1.2,2.3,1.4,6.0,8,2,7,3.0,Urban,50,0,0,194.3,7,7,0.0
user_1118,52,Male,8.7,3.5,2.2,0.9,1.3,2.5,1.2,2.9,2.0,7.8,6,8,7,1.9,Suburban,36,1,1,117.1,19,18,15.9
user_1119,14,Male,7.6,0.0,2.4,1.4,1.0,0.0,0.3,1.2,0.7,7.9,10,6,1,6.9,Suburban,43,0,0,129.3,3,20,0.0
user_1120,32,Male,5.1,1.5,3.0,1.0,0.2,1.7,4.4,1.5,0.0,7.2,7,5,10,3.6,Suburban,20,0,0,175.9,19,2,3.0
user_1121,13,Other,7.1,2.4,3.2,0.7,0.6,0.3,1.8,2.0,2.6,5.8,10,3,5,3.2,Urban,24,0,0,100.5,12,10,12.3
user_1122,49,Female,8.0,1.8,1.3,1.1,1.0,2.0,2.6,1.2,0.2,7.6,10,1,3,2.0,Suburban,51,1,0,171.6,9,11,7.4
user_1123,21,Male,3.6,0.0,2.3,1.3,0.5,3.6,2.6,4.0,1.0,6.8,5,10,2,4.8,Urban,72,0,0,202.6,8,16,27.2
user_1124,29,Female,9.4,0.2,2.0,0.2,0.7,0.9,3.8,3.6,1.3,6.6,6,10,5,3.0,Urban,36,0,0,158.1,11,6,0.0
user_1125,21,Female,2.5,1.0,1.8,1.5,1.7,1.1,1.5,1.8,1.1,5.4,1,10,5,2.9,Urban,76,0,1,193.4,14,2,27.9
user_1126,23,Male,7.4,2.8,1.9,1.7,1.8,1.0,1.6,3.2,0.0,5.9,3,10,2,2.9,Urban,40,0,1,85.4,0,6,21.0
user_1127,27,Male,8.9,2.3,2.2,1.3,2.6,1.1,3.0,0.9,2.1,5.4,8,8,6,0.8,Urban,60,1,1,172.4,11,6,17.3
user_1128,36,Female,5.8,2.1,1.4,0.5,0.7,2.7,0.0,1.9,0.0,7.7,3,5,7,6.0,Suburban,62,0,0,127.2,13,13,21.5
user_1129,50,Male,5.7,4.2,2.9,0.8,1.5,2.9,3.8,4.4,2.2,8.3,1,9,1,4.8,Rural,41,1,0,169.3,1,1,13.2
user_1130,47,Male,7.3,4.2,3.3,1.6,1.1,3.8,4.1,3.3,2.4,7.6,3,7,3,3.0,Suburban,58,1,0,229.1,2,15,0.0
user_1131,42,Female,9.7,3.2,1.2,0.5,1.0,0.8,2.3,2.9,2.1,6.7,4,1,4,2.8,Urban,58,1,1,0.8,5,20,14.1
user_1132,43,Female,5.4,3.2,3.3,1.3,1.2,2.8,0.9,2.0,0.9,6.1,8,1,2,1.2,Suburban,53,1,1,119.0,18,9,0.0
user_1133,61,Female,4.4,1.7,1.2,1.0,1.3,3.0,3.0,2.4,1.3,7.1,9,7,10,0.0,Suburban,33,0,0,35.5,20,13,5.8
user_1134,17,Male,5.2,1.9,2.9,1.1,1.8,4.0,1.8,0.6,0.5,6.0,4,7,5,1.2,Urban,35,0,1,88.4,12,6,9.4
user_1135,56,Male,2.9,0.4,3.3,0.6,1.2,0.9,2.2,2.1,1.3,6.5,7,9,4,5.3,Suburban,24,1,1,126.2,19,1,2.7
user_1136,62,Female,7.8,2.6,1.9,1.2,2.7,0.0,2.3,3.0,1.8,5.5,1,2,2,2.2,Suburban,37,1,0,193.0,20,9,17.6
user_1137,26,Female,5.0,4.2,1.2,1.1,0.0,1.7,1.2,2.5,0.1,7.3,9,7,1,5.2,Urban,23,0,0,190.4,7,1,8.3
user_1138,23,Female,5.6,5.0,1.4,0.2,2.6,5.4,2.4,2.5,1.1,7.3,4,2,8,2.9,Urban,63,1,1,188.9,3,12,13.3
user_1139,21,Male,7.8,2.6,2.4,1.0,1.1,0.7,0.2,1.6,0.7,7.6,9,10,2,1.3,Urban,70,1,1,178.0,18,1,9.9
user_1140,46,Female,5.2,3.7,4.0,1.3,1.3,2.6,0.0,1.3,2.4,7.2,3,10,4,1.5,Rural,47,1,0,82.9,6,9,11.0
user_1141,24,Male,7.5,0.0,0.3,0.8,1.5,0.0,2.4,1.2,0.3,7.1,5,2,10,3.5,Urban,64,1,0,190.1,6,13,2.9
user_1142,47,Male,3.9,2.4,2.1,0.0,2.2,4.2,3.3,2.2,1.8,5.2,1,5,5,0.0,Urban,46,1,1,116.1,0,16,0.6
user_1143,47,Male,7.9,2.3,1.9,0.9,0.6,0.0,1.4,3.5,1.1,5.2,3,9,2,1.5,Urban,25,1,0,172.4,18,18,8.8
user_1144,13,Male,6.7,5.2,1.5,1.7,0.8,0.0,1.3,1.4,1.1,6.9,5,9,10,2.1,Rural,30,0,1,104.1,16,11,2.3
user_1145,52,Female,5.8,3.6,1.9,0.8,2.0,2.1,2.8,2.6,1.9,7.8,6,10,9,4.6,Urban,66,1,0,141.0,7,16,21.1
user_1146,34,Female,6.3,3.7,1.5,1.7,0.0,2.1,2.0,2.5,0.8,6.2,8,1,2,3.6,Suburban,40,0,0,146.6,20,5,0.0
user_1147,41,Male,3.4,3.7,3.2,0.6,1.5,3.7,1.3,3.7,1.3,6.5,1,7,6,3.4,Suburban,36,0,0,167.3,14,3,28.7
user_1148,20,Female,6.2,3.1,3.3,0.4,0.7,3.0,2.4,2.5,2.3,6.5,3,10,7,3.9,Suburban,50,1,1,108.0,19,1,12.4
user_1149,23,Male,5.7,5.3,2.1,1.0,0.5,0.0,2.0,0.6,0.4,4.3,1,10,6,5.1,Rural,53,1,1,183.1,18,14,10.6
user_1150,53,Female,3.5,0.0,1.9,0.6,0.0,1.8,0.5,5.3,1.5,6.8,5,3,4,3.1,Urban,32,1,1,84.3,6,15,5.7
user_1151,49,Other,4.7,3.2,1.5,1.2,2.3,1.2,1.9,3.8,2.1,5.8,8,10,1,0.9,Rural,42,0,0,235.0,12,11,15.3
user_1152,26,Male,5.7,4.7,2.1,0.8,1.7,0.4,2.2,3.1,1.7,7.2,4,10,2,3.4,Rural,76,0,1,112.4,0,6,8.4
user_1153,42,Female,4.8,0.2,3.8,1.7,0.8,2.5,1.4,1.8,2.5,6.5,9,1,10,1.3,Rural,20,0,1,52.1,6,12,12.4
user_1154,47,Male,1.2,4.3,1.9,0.8,1.3,3.3,3.1,2.1,1.1,6.3,6,2,10,0.0,Suburban,23,0,0,146.4,4,0,16.7
user_1155,33,Male,8.2,1.9,1.2,1.0,0.4,1.0,2.6,0.7,1.9,6.3,6,6,6,3.4,Rural,49,1,1,129.4,17,18,15.4
user_1156,49,Male,5.7,3.2,1.6,1.3,1.0,1.6,1.7,2.1,2.3,6.1,5,10,8,4.0,Urban,50,0,1,104.1,7,12,19.9
user_1157,17,Female,1.5,1.8,2.8,1.5,1.3,1.7,2.2,2.7,0.0,4.9,10,2,3,3.7,Urban,66,0,1,217.3,14,0,14.3
user_1158,31,Female,10.3,4.4,1.3,1.7,1.6,1.2,1.5,2.5,0.8,7.6,5,2,7,4.0,Urban,35,0,1,187.7,17,1,2.4
user_1159,26,Male,8.5,2.6,2.0,0.9,1.9,1.5,1.7,4.8,1.6,5.7,7,4,9,5.2,Urban,62,1,1,173.1,5,0,0.0
user_1160,38,Female,5.3,4.3,2.5,0.8,0.0,1.2,1.8,3.4,2.1,5.9,8,3,4,1.1,Suburban,22,0,1,102.2,4,11,11.7
user_1161,16,Female,4.3,3.7,1.4,0.0,1.9,2.1,0.0,3.8,1.4,6.6,7,8,7,2.2,Urban,31,1,0,123.5,10,9,11.8
user_1162,37,Female,6.8,1.8,0.2,2.0,0.0,1.3,2.0,3.2,2.6,5.2,1,8,7,0.4,Urban,31,0,1,119.4,7,1,25.4
user_1163,57,Female,6.4,3.8,0.9,1.2,1.9,2.5,2.4,2.7,0.7,5.9,1,6,10,3.9,Suburban,30,0,0,58.7,8,0,9.1
user_1164,54,Female,7.1,2.0,1.1,1.4,1.3,1.3,5.0,3.1,0.0,8.8,10,4,9,5.5,Rural,35,1,1,163.6,12,4,13.0
user_1165,37,Male,4.3,3.1,1.8,1.3,2.6,2.8,2.5,0.0,2.0,6.9,6,7,3,1.9,Suburban,48,0,1,167.2,2,1,16.2
user_1166,30,Male,8.2,2.5,2.0,1.0,0.8,1.3,1.2,2.2,1.1,5.5,3,9,1,4.4,Rural,72,0,1,156.1,2,3,14.1
user_1167,52,Other,5.1,4.3,2.8,1.2,2.3,2.7,0.0,0.7,0.4,4.0,9,2,8,1.5,Suburban,40,1,1,161.4,6,13,16.8
user_1168,20,Male,7.4,3.8,0.8,0.7,0.3,1.0,0.7,1.0,2.9,7.7,7,6,4,4.3,Rural,64,1,0,93.4,2,8,3.5
user_1169,51,Other,4.4,3.0,2.7,0.8,1.6,3.1,1.4,4.1,1.9,5.3,2,7,2,0.0,Urban,63,1,1,105.3,10,5,2.2
user_1170,52,Female,11.3,2.0,1.6,0.5,0.0,0.0,1.4,1.1,1.9,5.8,3,1,5,6.0,Rural,61,1,0,134.2,13,11,7.8
user_1171,26,Male,7.4,1.1,0.2,1.8,2.4,2.0,1.7,0.8,2.8,6.0,8,6,4,0.8,Urban,77,0,0,219.2,20,11,0.0
user_1172,44,Male,11.8,3.2,2.0,1.3,3.2,1.3,1.5,3.0,0.8,5.4,1,8,1,3.3,Rural,62,0,1,208.1,9,8,9.7
user_1173,63,Male,7.7,2.1,3.3,2.0,0.8,1.9,1.7,2.4,2.6,6.4,5,7,7,5.8,Suburban,69,0,1,175.8,19,14,4.7
