user_id,age,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,sleep_quality,mood_rating,stress_level,physical_activity_hours_per_week,mental_health_score,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,weekly_anxiety_score,weekly_depression_score,mindfulness_minutes_per_day,gender_Female,gender_Male,gender_Other,location_type_Rural,location_type_Suburban,location_type_Urban
user_981,38,4.8,1.4,1.9,1.1,1.8,2.3,0.8,1.4,0.0,5.5,9,10,4,6.7,56,0,1,41.4,8,7,13.0,0.0,1.0,0.0,0.0,1.0,0.0
user_982,40,5.9,0.0,2.5,0.0,0.3,0.5,0.5,3.9,2.8,5.9,2,1,2,2.5,23,1,1,149.0,5,1,5.0,1.0,0.0,0.0,1.0,0.0,0.0
user_983,35,3.9,4.3,1.7,1.2,0.0,3.5,0.7,1.6,2.8,6.4,7,8,5,3.0,54,1,0,232.1,8,16,13.6,0.0,1.0,0.0,1.0,0.0,0.0
user_984,26,8.5,3.8,0.9,0.3,2.7,1.2,1.1,3.9,1.3,5.4,8,7,3,4.9,26,0,0,151.6,2,16,22.4,0.0,1.0,0.0,0.0,0.0,1.0
user_985,36,4.9,4.1,2.0,0.3,2.8,0.0,2.6,1.5,0.9,6.1,8,4,6,2.4,45,1,0,151.7,6,17,1.9,1.0,0.0,0.0,0.0,1.0,0.0
user_986,14,9.0,1.2,1.2,1.2,0.3,3.8,3.1,0.0,0.0,5.9,1,6,5,1.3,51,1,0,132.0,2,20,16.0,1.0,0.0,0.0,0.0,0.0,1.0
user_987,57,6.1,0.6,3.5,1.3,0.1,1.9,3.1,3.3,0.5,6.9,10,10,2,0.0,62,1,0,198.8,19,6,1.1,0.0,1.0,0.0,0.0,0.0,1.0
user_988,38,3.2,1.0,1.7,1.6,0.8,2.5,2.0,1.3,2.7,7.4,7,2,10,5.7,52,0,1,147.4,7,14,19.4,1.0,0.0,0.0,0.0,0.0,1.0
user_989,26,5.7,1.6,1.3,0.5,2.8,4.0,1.9,0.5,1.2,6.8,9,4,8,3.5,73,0,1,95.0,7,12,4.3,1.0,0.0,0.0,0.0,0.0,1.0
user_990,63,3.9,5.3,4.0,0.6,1.1,0.8,1.8,3.1,0.7,7.3,3,8,6,4.1,43,0,0,158.5,12,19,4.0,0.0,1.0,0.0,0.0,1.0,0.0
user_991,19,7.2,4.5,2.7,1.2,1.6,2.6,2.5,1.3,1.2,6.7,8,4,9,2.0,69,0,1,227.6,1,13,19.2,0.0,1.0,0.0,1.0,0.0,0.0
user_992,15,5.5,2.3,1.1,1.6,1.8,3.4,3.3,0.7,0.7,7.9,8,10,3,4.4,73,1,0,78.6,13,14,15.8,0.0,0.0,1.0,0.0,0.0,1.0
user_993,59,6.3,3.4,1.2,1.1,1.7,0.9,1.8,4.2,0.0,8.7,9,4,4,1.8,78,0,1,103.0,4,2,4.6,1.0,0.0,0.0,0.0,0.0,1.0
user_994,35,5.3,2.0,2.5,0.6,3.0,3.8,2.6,2.2,0.9,3.6,8,4,8,3.3,20,0,0,144.8,12,5,11.0,1.0,0.0,0.0,0.0,0.0,1.0
user_995,58,4.9,3.5,2.0,1.8,0.8,0.3,0.5,0.6,0.2,7.9,5,10,7,3.2,48,0,0,132.5,12,8,4.3,1.0,0.0,0.0,0.0,1.0,0.0
user_996,55,4.1,1.3,2.9,0.9,1.4,1.9,3.0,1.9,1.6,5.0,5,9,8,5.3,67,0,1,171.0,18,13,0.0,0.0,1.0,0.0,1.0,0.0,0.0
user_997,59,7.7,4.1,1.3,0.9,1.7,0.7,2.3,5.3,2.1,6.7,3,2,9,4.3,64,1,0,100.9,2,15,11.5,0.0,1.0,0.0,1.0,0.0,0.0
user_998,57,5.7,1.7,2.7,0.3,1.5,2.8,0.8,2.6,0.5,6.8,6,7,8,1.7,57,1,1,123.5,13,16,7.1,0.0,1.0,0.0,0.0,1.0,0.0
user_999,30,5.4,4.2,0.0,1.4,0.3,0.8,3.3,1.7,1.4,7.2,10,3,8,4.2,57,0,0,152.6,3,11,2.4,1.0,0.0,0.0,0.0,0.0,1.0
user_1000,50,5.6,2.4,1.8,1.4,0.0,1.3,0.5,3.2,1.2,6.4,3,4,6,2.3,40,1,0,154.3,9,3,20.4,1.0,0.0,0.0,0.0,1.0,0.0
user_1001,47,4.6,1.8,1.4,0.6,0.0,0.9,0.0,1.9,0.5,6.5,2,1,2,1.4,42,0,1,280.2,5,4,2.7,1.0,0.0,0.0,0.0,0.0,1.0
user_1002,63,5.4,5.4,1.5,1.9,2.2,0.6,3.0,1.8,0.0,6.9,7,3,7,4.1,65,1,1,189.2,5,10,11.2,0.0,1.0,0.0,1.0,0.0,0.0
user_1003,27,6.4,3.3,1.9,0.7,0.7,1.1,2.5,1.6,0.2,6.1,10,2,4,3.4,24,0,0,73.0,1,10,18.6,0.0,1.0,0.0,0.0,0.0,1.0
user_1004,37,3.9,2.5,3.1,1.3,2.0,1.9,0.5,3.6,0.4,4.2,3,10,3,0.6,49,0,0,99.2,1,7,8.0,1.0,0.0,0.0,0.0,1.0,0.0
user_1005,49,4.2,4.1,0.8,1.1,1.6,1.9,2.4,2.8,1.3,6.5,4,7,4,2.0,59,1,1,81.9,18,17,4.1,1.0,0.0,0.0,0.0,0.0,1.0
user_1006,40,8.8,1.0,0.0,0.0,0.5,1.7,3.4,4.3,1.4,5.6,10,6,4,4.5,37,1,1,230.7,2,5,12.4,1.0,0.0,0.0,0.0,0.0,1.0
user_1007,22,5.3,4.7,1.0,1.3,0.6,1.2,2.3,2.9,2.4,5.5,8,1,3,3.8,25,0,1,96.5,19,6,13.6,0.0,1.0,0.0,0.0,1.0,0.0
user_1008,51,4.9,2.8,3.0,1.2,1.6,1.6,4.9,4.5,0.2,5.4,1,8,9,3.9,24,1,1,179.4,3,5,17.0,1.0,0.0,0.0,0.0,1.0,0.0
user_1009,29,3.3,3.9,0.4,0.1,1.6,0.1,1.0,3.3,0.4,4.1,9,9,3,6.7,61,1,1,174.4,3,13,25.0,0.0,1.0,0.0,0.0,1.0,0.0
user_1010,51,7.7,0.7,1.4,1.8,2.0,1.2,0.0,2.2,0.6,6.0,6,1,2,5.0,37,0,0,76.7,10,19,6.3,0.0,0.0,1.0,0.0,1.0,0.0
user_1011,34,3.9,2.4,2.8,1.2,1.0,1.7,0.3,2.3,1.0,6.5,2,5,1,2.8,78,0,1,129.1,2,5,11.6,0.0,1.0,0.0,0.0,0.0,1.0
user_1012,38,6.0,3.0,1.9,1.6,0.7,2.4,0.0,4.9,1.4,7.4,3,7,1,2.2,32,0,1,136.8,16,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
user_1013,56,2.6,4.5,3.1,0.1,1.6,2.2,4.6,4.2,1.6,5.8,5,2,5,1.6,74,1,1,71.0,8,12,15.3,0.0,1.0,0.0,1.0,0.0,0.0
user_1014,37,7.6,4.0,0.0,0.8,2.9,0.5,2.0,4.5,0.0,8.4,6,6,5,2.1,39,1,0,239.2,13,16,11.5,0.0,0.0,1.0,0.0,0.0,1.0
user_1015,29,8.4,2.4,1.7,1.6,0.0,2.5,4.3,1.2,2.4,7.2,9,8,9,0.0,57,0,1,158.5,1,11,8.6,1.0,0.0,0.0,1.0,0.0,0.0
user_1016,25,7.0,3.5,3.3,0.2,0.7,2.1,1.6,0.1,1.7,5.2,2,8,4,0.6,40,1,1,229.7,13,8,5.1,0.0,1.0,0.0,1.0,0.0,0.0
user_1017,32,2.9,4.9,0.9,0.8,2.1,3.7,0.9,1.4,2.1,5.9,5,10,5,4.3,23,1,1,260.4,2,19,7.2,0.0,1.0,0.0,0.0,1.0,0.0
user_1018,37,7.7,2.7,3.0,1.2,1.7,0.2,0.0,2.7,0.0,8.9,7,10,6,6.1,32,0,0,158.0,1,2,11.9,0.0,1.0,0.0,0.0,0.0,1.0
user_1019,16,4.3,2.5,1.8,0.1,2.1,1.8,1.5,1.7,2.0,7.4,7,8,10,3.1,37,0,1,168.7,0,10,2.3,0.0,1.0,0.0,0.0,1.0,0.0
user_1020,22,3.7,0.2,2.4,0.3,1.1,3.2,3.0,2.5,0.2,5.9,4,6,7,1.6,32,0,1,110.6,3,4,7.5,0.0,0.0,1.0,0.0,0.0,1.0
user_1021,15,5.2,2.6,3.3,1.7,0.0,1.6,1.7,1.9,0.7,7.6,3,6,9,0.0,32,0,1,216.7,9,2,10.1,0.0,1.0,0.0,0.0,1.0,0.0
user_1022,53,5.2,0.4,2.4,1.0,3.2,0.9,0.1,0.2,2.6,5.0,8,3,6,6.4,58,1,1,147.6,14,16,0.0,1.0,0.0,0.0,0.0,1.0,0.0
user_1023,57,5.0,2.8,1.4,1.6,2.6,1.0,2.8,3.1,1.9,5.8,2,2,1,0.3,56,0,1,128.8,20,8,1.6,1.0,0.0,0.0,1.0,0.0,0.0
user_1024,30,8.5,4.5,2.6,1.1,1.5,2.9,3.0,2.5,0.5,3.7,5,5,8,0.1,80,0,0,111.6,11,5,4.7,1.0,0.0,0.0,0.0,1.0,0.0
user_1025,59,10.0,0.0,1.3,2.2,0.7,0.1,1.4,4.2,2.0,7.2,10,9,2,2.4,54,1,0,153.7,5,17,22.5,0.0,1.0,0.0,0.0,0.0,1.0
user_1026,48,3.3,4.9,2.3,1.2,1.0,1.6,1.2,2.7,1.6,5.1,5,4,9,2.9,57,0,0,181.1,20,5,3.4,0.0,1.0,0.0,0.0,1.0,0.0
user_1027,59,4.6,2.5,0.7,1.6,1.7,0.9,0.0,3.5,0.8,6.4,1,5,7,3.0,59,0,1,160.2,2,5,9.6,1.0,0.0,0.0,0.0,0.0,1.0
user_1028,34,6.3,3.0,2.0,0.9,1.2,1.0,2.8,1.4,1.7,4.6,7,6,7,1.3,46,0,0,173.1,2,9,1.7,0.0,0.0,1.0,0.0,0.0,1.0
user_1029,46,5.2,2.2,3.2,1.1,1.5,2.5,1.4,3.0,0.8,6.7,4,6,10,3.8,77,0,1,139.2,18,10,3.8,0.0,1.0,0.0,0.0,0.0,1.0
user_1030,59,6.8,0.4,1.7,1.3,3.1,1.5,0.0,3.6,1.6,6.4,10,4,10,2.0,45,1,1,175.2,19,13,0.0,0.0,1.0,0.0,0.0,0.0,1.0
user_1031,20,7.8,1.8,3.1,1.4,2.4,2.3,0.2,3.2,1.6,4.7,2,4,5,2.0,31,0,1,173.7,3,11,15.4,1.0,0.0,0.0,1.0,0.0,0.0
user_1032,52,7.5,6.1,5.1,1.0,0.3,0.5,2.7,2.2,1.7,5.9,8,8,8,2.4,21,1,1,210.7,18,19,0.0,0.0,0.0,1.0,0.0,1.0,0.0
user_1033,61,7.2,1.4,2.0,1.0,1.6,3.0,1.6,3.0,3.1,6.7,4,5,10,1.6,62,0,1,190.3,13,17,17.3,0.0,1.0,0.0,0.0,1.0,0.0
user_1034,56,9.3,0.6,2.6,1.3,1.0,2.3,0.6,3.3,2.1,7.0,1,5,1,0.5,77,0,1,157.7,3,14,13.7,0.0,1.0,0.0,0.0,0.0,1.0
user_1035,31,2.8,3.2,2.5,1.3,1.8,3.5,2.1,4.1,2.2,8.4,8,9,3,0.6,79,0,0,170.7,7,9,9.4,1.0,0.0,0.0,0.0,1.0,0.0
user_1036,54,9.0,2.9,2.2,0.5,1.4,1.5,1.0,1.8,0.7,8.0,7,4,9,0.8,39,1,0,92.4,18,0,17.5,0.0,1.0,0.0,0.0,1.0,0.0
user_1037,53,5.2,2.5,2.8,1.1,4.5,2.5,1.2,1.0,0.0,5.7,3,7,1,3.9,54,0,0,213.9,18,14,34.8,0.0,1.0,0.0,0.0,0.0,1.0
user_1038,49,7.6,3.0,1.8,1.2,1.9,2.9,1.7,1.4,1.0,5.7,3,5,8,3.8,74,0,0,137.5,0,1,13.8,1.0,0.0,0.0,1.0,0.0,0.0
user_1039,18,3.9,4.0,1.3,0.5,1.4,2.5,4.0,2.7,0.7,4.8,7,9,6,2.5,29,1,1,143.8,14,19,1.0,0.0,0.0,1.0,0.0,0.0,1.0
user_1040,64,4.2,2.1,0.5,1.5,3.3,4.0,4.0,2.5,1.8,5.3,2,8,10,2.6,27,0,0,126.1,10,1,21.9,0.0,1.0,0.0,0.0,1.0,0.0
user_1041,38,7.3,3.3,1.7,1.2,1.7,0.0,0.0,3.3,1.0,7.5,5,8,5,5.3,59,0,1,105.7,8,3,11.5,1.0,0.0,0.0,0.0,0.0,1.0
user_1042,46,2.1,4.5,2.9,2.2,0.0,2.2,1.9,3.6,2.5,4.6,7,10,6,4.0,65,0,0,109.1,2,13,26.9,1.0,0.0,0.0,0.0,0.0,1.0
user_1043,57,8.0,1.5,1.1,1.0,1.4,1.5,0.3,0.0,0.0,6.3,6,10,5,6.1,55,1,1,96.1,17,18,6.0,1.0,0.0,0.0,1.0,0.0,0.0
user_1044,18,8.5,0.0,2.2,1.6,2.1,1.4,0.7,1.9,0.9,6.1,10,3,9,1.8,50,1,0,138.0,18,13,20.3,1.0,0.0,0.0,0.0,1.0,0.0
user_1045,49,6.4,4.0,1.9,1.3,2.0,3.8,0.0,2.8,1.6,5.6,7,9,2,0.7,34,0,0,191.7,15,12,10.0,1.0,0.0,0.0,0.0,1.0,0.0
user_1046,45,6.3,6.8,1.4,2.0,2.5,1.3,1.0,3.9,0.2,4.9,2,8,10,5.0,61,0,0,148.9,15,0,31.3,0.0,1.0,0.0,1.0,0.0,0.0
user_1047,34,4.3,3.0,0.1,0.5,1.7,3.0,0.6,2.4,2.1,4.2,7,3,6,3.0,37,0,1,183.2,2,9,7.7,1.0,0.0,0.0,0.0,0.0,1.0
user_1048,33,7.3,3.3,3.4,0.8,1.6,0.7,3.2,4.3,2.1,4.9,2,10,4,1.4,73,1,0,174.1,17,13,34.0,1.0,0.0,0.0,0.0,1.0,0.0
user_1049,18,6.7,2.6,2.5,0.5,0.1,3.2,1.0,3.2,0.8,6.4,7,1,3,4.0,34,0,1,127.6,12,16,13.5,1.0,0.0,0.0,0.0,0.0,1.0
user_1050,18,4.2,5.4,4.7,1.0,3.0,2.0,0.0,3.0,3.8,7.2,8,5,5,1.6,38,0,1,211.9,19,15,16.8,1.0,0.0,0.0,0.0,1.0,0.0
user_1051,60,5.2,2.9,3.1,0.4,1.2,1.7,2.0,2.4,0.1,8.4,10,4,2,4.4,43,1,0,200.0,7,14,23.6,0.0,1.0,0.0,0.0,0.0,1.0
user_1052,16,5.7,2.7,3.3,0.2,0.5,0.2,1.8,2.5,0.0,6.9,8,8,3,4.0,54,0,0,191.1,6,10,3.7,1.0,0.0,0.0,0.0,0.0,1.0
user_1053,42,5.2,4.4,0.3,0.0,4.1,1.7,1.7,2.9,0.7,7.2,5,6,7,2.5,21,0,1,170.8,18,11,17.8,1.0,0.0,0.0,1.0,0.0,0.0
user_1054,23,3.3,2.3,0.2,0.0,3.2,1.2,2.7,2.2,1.4,8.4,7,10,1,0.0,32,1,0,133.0,19,0,7.7,0.0,1.0,0.0,0.0,0.0,1.0
user_1055,42,7.4,1.1,2.0,1.3,1.1,4.1,3.5,3.9,0.0,6.9,8,5,2,1.2,64,1,1,132.9,11,2,11.2,1.0,0.0,0.0,0.0,0.0,1.0
user_1056,43,5.5,4.3,0.9,0.8,0.0,2.1,1.7,3.6,1.8,7.7,4,9,3,6.0,76,0,0,148.5,17,10,10.7,0.0,1.0,0.0,0.0,0.0,1.0
user_1057,36,6.0,2.1,1.3,0.4,0.8,1.3,2.3,4.1,3.7,6.0,2,6,10,6.5,28,0,1,218.9,14,20,14.6,0.0,1.0,0.0,0.0,0.0,1.0
user_1058,21,4.8,1.5,4.5,0.7,3.1,1.2,1.7,1.1,0.0,7.4,7,3,7,8.2,76,0,1,205.9,11,10,14.2,0.0,1.0,0.0,0.0,0.0,1.0
user_1059,15,7.0,6.2,3.2,0.7,1.7,0.4,2.6,1.1,1.4,6.8,1,6,4,3.8,54,0,1,77.9,5,4,5.4,0.0,1.0,0.0,0.0,0.0,1.0
user_1060,63,6.4,2.7,1.1,0.5,0.2,3.8,0.2,3.1,2.2,6.2,2,4,8,0.8,21,1,0,163.0,16,14,11.0,0.0,1.0,0.0,0.0,1.0,0.0
user_1061,43,8.4,3.7,0.0,1.8,2.3,3.5,2.7,2.4,2.0,8.4,10,5,8,5.7,65,1,1,25.6,3,19,0.0,1.0,0.0,0.0,0.0,1.0,0.0
user_1062,52,7.0,3.0,1.0,1.7,1.3,1.9,2.3,2.8,3.4,5.1,7,6,1,2.5,35,1,1,127.9,11,15,17.9,0.0,1.0,0.0,0.0,1.0,0.0
user_1063,49,5.6,1.7,1.4,1.8,0.9,4.6,0.8,1.0,0.7,5.5,10,9,5,1.6,65,0,1,116.1,16,2,23.6,1.0,0.0,0.0,1.0,0.0,0.0
user_1064,48,4.5,4.0,1.7,1.1,0.9,2.0,4.7,0.6,3.2,7.9,1,3,1,3.7,55,0,1,177.8,20,7,11.5,1.0,0.0,0.0,0.0,1.0,0.0
user_1065,36,7.7,3.5,0.7,1.1,2.8,3.3,0.4,2.8,1.1,7.7,7,1,7,6.8,21,0,1,95.6,4,15,0.0,1.0,0.0,0.0,0.0,0.0,1.0
user_1066,43,5.4,2.0,3.1,0.7,2.0,2.7,2.4,1.5,0.7,6.5,5,2,4,2.8,35,0,1,73.6,5,15,15.9,1.0,0.0,0.0,0.0,0.0,1.0
user_1067,18,5.7,3.6,1.3,0.6,0.0,1.3,0.9,3.4,3.1,6.9,3,8,8,3.0,27,0,1,125.1,14,3,3.9,0.0,1.0,0.0,0.0,1.0,0.0
user_1068,14,5.7,2.2,2.6,1.0,1.9,2.2,2.7,1.7,0.8,7.1,2,4,8,0.0,77,0,0,149.6,7,14,11.5,1.0,0.0,0.0,0.0,1.0,0.0
user_1069,32,5.2,1.3,2.1,1.3,1.6,2.4,4.4,1.3,2.3,6.9,7,7,9,3.2,20,0,0,63.1,19,18,15.5,0.0,1.0,0.0,0.0,0.0,1.0
user_1070,40,5.7,1.2,2.9,1.6,1.1,0.4,2.9,0.0,0.7,6.8,9,2,6,4.3,37,0,1,206.9,15,14,14.4,1.0,0.0,0.0,0.0,0.0,1.0
user_1071,23,9.9,3.4,1.8,0.7,1.1,2.3,1.9,4.1,0.0,5.5,9,10,7,2.8,73,0,0,139.9,12,12,18.6,0.0,0.0,1.0,0.0,1.0,0.0
user_1072,16,3.9,2.4,1.1,0.4,0.6,3.4,3.1,3.4,0.0,8.0,10,8,7,3.0,60,0,1,151.3,14,9,11.2,0.0,1.0,0.0,0.0,1.0,0.0
user_1073,27,4.4,5.3,1.4,1.4,0.8,1.2,1.3,0.6,1.9,6.3,10,10,5,3.5,45,0,1,205.1,19,1,11.4,0.0,1.0,0.0,0.0,1.0,0.0
user_1074,18,8.8,2.9,1.4,0.1,1.8,1.7,2.6,0.0,0.1,5.3,8,9,7,0.9,63,0,0,113.4,12,5,15.9,1.0,0.0,0.0,0.0,0.0,1.0
user_1075,61,5.3,1.8,4.1,1.0,1.2,0.7,2.1,1.7,1.0,6.7,2,7,9,0.0,24,0,0,224.1,14,16,9.4,1.0,0.0,0.0,0.0,1.0,0.0
user_1076,42,5.1,3.2,2.1,1.0,2.0,1.4,0.5,3.7,0.6,6.9,1,10,4,2.8,40,1,0,150.3,1,7,4.5,1.0,0.0,0.0,0.0,1.0,0.0
user_1077,50,8.1,1.1,2.0,0.8,0.7,1.5,4.1,1.8,0.3,7.0,8,1,2,2.5,54,0,1,189.6,20,15,13.6,0.0,1.0,0.0,1.0,0.0,0.0
user_1078,63,3.2,2.9,2.9,0.2,2.2,3.9,3.5,2.2,0.4,7.7,2,2,8,4.1,59,1,0,172.2,19,20,1.0,1.0,0.0,0.0,0.0,1.0,0.0
user_1079,14,7.6,3.5,2.0,0.8,2.8,1.6,1.0,3.8,1.4,6.0,4,9,7,7.8,47,1,0,184.3,17,12,9.4,0.0,1.0,0.0,0.0,1.0,0.0
user_1080,27,6.1,3.3,3.1,1.8,1.5,1.4,3.2,1.2,0.0,6.4,4,10,6,5.6,73,0,1,153.8,6,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0
user_1081,23,6.9,5.0,1.6,1.3,2.0,1.9,0.6,1.6,2.0,5.5,2,7,7,0.0,45,0,0,126.6,20,15,5.6,0.0,0.0,1.0,0.0,0.0,1.0
user_1082,20,6.9,6.9,1.5,1.6,2.1,0.0,2.6,2.8,0.0,6.8,4,3,3,8.0,51,0,1,246.9,8,6,5.9,1.0,0.0,0.0,0.0,0.0,1.0
user_1083,38,4.7,4.0,1.0,0.4,1.0,0.0,2.1,2.1,0.0,5.5,7,5,6,4.3,79,0,1,149.0,6,9,2.1,1.0,0.0,0.0,1.0,0.0,0.0
user_1084,63,8.1,4.8,3.9,1.1,2.1,0.3,4.0,1.4,0.0,5.8,6,1,10,2.5,67,0,0,95.1,8,5,18.8,0.0,1.0,0.0,0.0,1.0,0.0
user_1085,57,4.9,6.8,1.9,1.0,0.0,2.4,2.4,3.4,1.5,7.7,10,10,7,6.0,69,1,0,223.4,11,4,18.1,1.0,0.0,0.0,0.0,1.0,0.0
user_1086,56,6.8,1.5,0.8,1.1,0.0,2.0,0.1,3.2,2.7,6.7,6,3,7,0.0,63,0,0,134.5,9,17,20.5,1.0,0.0,0.0,1.0,0.0,0.0
user_1087,17,8.5,3.2,2.2,1.3,1.2,3.0,3.2,3.6,1.1,8.2,4,4,5,1.9,63,1,0,63.8,9,15,8.5,0.0,1.0,0.0,1.0,0.0,0.0
user_1088,18,8.8,2.3,1.3,1.1,2.1,0.2,1.5,2.3,1.6,7.9,2,4,3,3.4,40,1,0,108.8,12,2,6.5,1.0,0.0,0.0,0.0,1.0,0.0
user_1089,38,5.5,4.3,1.6,0.4,1.4,1.8,1.4,0.2,1.7,6.8,5,7,2,3.1,23,0,1,52.1,4,2,16.4,0.0,1.0,0.0,0.0,0.0,1.0
user_1090,16,6.9,3.4,2.3,1.3,2.2,0.1,2.0,2.5,1.9,6.9,3,5,7,6.0,78,0,1,111.1,7,4,11.0,1.0,0.0,0.0,0.0,0.0,1.0
user_1091,31,5.3,1.8,3.5,1.4,0.3,2.3,1.3,1.0,0.2,6.2,3,9,4,5.4,61,0,1,237.9,9,1,11.0,1.0,0.0,0.0,1.0,0.0,0.0
user_1092,32,11.0,3.0,2.1,1.7,2.4,0.3,4.2,0.0,2.8,7.8,4,7,2,4.4,60,0,0,172.9,5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
user_1093,45,7.6,4.6,1.3,1.7,3.1,1.7,3.0,2.1,0.9,6.9,5,2,8,2.4,55,0,0,149.8,10,3,16.1,0.0,1.0,0.0,1.0,0.0,0.0
user_1094,32,6.2,1.0,1.5,1.2,0.8,2.2,0.6,2.6,1.5,7.6,2,8,2,4.9,43,1,0,121.1,3,9,15.0,1.0,0.0,0.0,0.0,0.0,1.0
user_1095,61,6.6,1.8,2.7,0.4,2.3,1.5,1.1,4.6,1.1,5.7,6,2,6,1.8,52,0,0,143.1,1,12,10.0,1.0,0.0,0.0,0.0,1.0,0.0
user_1096,24,6.8,1.6,0.0,0.2,1.5,0.0,0.4,0.9,0.8,4.9,6,7,4,4.5,24,0,1,205.7,5,2,16.5,0.0,0.0,1.0,0.0,1.0,0.0
user_1097,59,6.9,3.5,1.0,0.9,1.9,4.0,3.2,3.4,2.1,7.1,8,5,9,1.5,76,1,0,58.6,12,10,14.8,0.0,1.0,0.0,0.0,0.0,1.0
user_1098,13,5.5,4.9,2.2,1.5,3.1,1.4,1.9,0.4,1.8,7.3,2,10,5,3.6,22,0,0,297.0,11,2,4.4,0.0,1.0,0.0,1.0,0.0,0.0
user_1099,38,5.2,0.0,0.3,1.4,1.8,0.1,0.8,4.2,0.0,6.6,8,6,4,0.1,30,0,1,105.9,13,9,8.2,1.0,0.0,0.0,0.0,1.0,0.0
user_1100,26,5.7,3.1,1.7,1.1,2.3,2.9,3.9,1.6,1.6,7.2,8,4,8,5.1,64,0,1,137.5,7,8,1.9,0.0,1.0,0.0,0.0,0.0,1.0
user_1101,50,3.7,1.6,1.5,1.0,0.2,3.0,2.6,2.1,3.3,5.5,4,5,3,2.1,51,0,1,142.0,2,9,21.7,1.0,0.0,0.0,0.0,0.0,1.0
user_1102,49,7.4,4.5,2.9,2.0,2.2,1.6,2.2,2.1,1.4,7.6,7,5,9,0.3,41,1,0,140.7,4,12,17.8,1.0,0.0,0.0,0.0,1.0,0.0
user_1103,23,4.4,2.6,1.7,1.3,3.1,3.8,2.2,3.5,0.7,7.9,7,7,8,1.1,30,1,0,116.4,6,17,3.5,1.0,0.0,0.0,0.0,0.0,1.0
user_1104,48,3.9,3.2,3.2,1.0,0.6,1.1,0.4,0.6,0.8,7.7,1,4,8,2.4,77,0,0,193.7,17,20,15.0,1.0,0.0,0.0,1.0,0.0,0.0
user_1105,25,6.0,3.0,2.1,0.7,1.2,2.2,2.7,2.3,0.6,6.6,1,5,10,1.2,57,0,0,207.0,5,17,12.2,1.0,0.0,0.0,0.0,0.0,1.0
user_1106,55,5.7,4.7,3.8,0.5,2.2,2.6,1.5,1.7,0.1,7.9,8,4,5,4.4,78,0,1,197.8,17,16,4.5,0.0,1.0,0.0,0.0,0.0,1.0
user_1107,15,6.5,6.1,0.6,0.4,1.9,3.8,3.0,5.4,1.0,5.1,1,4,1,2.4,41,1,1,154.5,7,16,11.0,0.0,1.0,0.0,0.0,0.0,1.0
user_1108,45,4.9,1.3,3.6,0.5,0.1,0.0,2.8,1.1,1.0,7.2,3,8,10,4.9,23,1,1,120.5,6,4,16.9,0.0,1.0,0.0,0.0,0.0,1.0
user_1109,18,5.2,1.6,1.6,1.1,1.7,4.8,1.9,0.0,1.8,7.4,6,5,9,2.4,58,0,0,140.7,1,8,17.5,0.0,1.0,0.0,0.0,0.0,1.0
user_1110,62,7.4,3.5,3.5,1.0,1.2,3.4,1.8,4.7,0.7,7.1,8,9,2,4.4,22,0,0,145.7,3,11,28.7,1.0,0.0,0.0,1.0,0.0,0.0
user_1111,22,7.3,1.8,3.2,0.8,0.5,2.5,4.0,3.1,3.2,5.4,5,5,1,3.0,73,1,1,101.0,8,11,10.8,1.0,0.0,0.0,0.0,0.0,1.0
user_1112,17,7.2,4.4,0.0,1.4,2.9,1.0,0.4,1.5,0.3,6.8,5,8,6,2.5,29,0,0,158.9,15,18,8.1,1.0,0.0,0.0,0.0,0.0,1.0
user_1113,35,6.1,4.6,2.5,1.9,1.5,0.9,1.3,2.5,1.3,6.2,4,3,1,0.9,56,1,1,240.0,18,6,14.5,1.0,0.0,0.0,0.0,0.0,1.0
user_1114,22,6.3,2.2,3.0,0.6,2.5,2.3,3.4,1.5,0.5,4.2,4,7,10,3.1,38,1,1,141.5,9,19,8.5,0.0,0.0,1.0,0.0,1.0,0.0
user_1115,56,6.5,1.9,3.3,0.7,0.3,2.6,3.8,0.0,0.7,5.1,7,1,10,4.5,37,0,1,175.0,7,11,5.3,1.0,0.0,0.0,0.0,1.0,0.0
user_1116,14,4.7,2.6,0.8,0.0,2.1,2.4,1.8,2.3,0.9,7.9,6,5,10,1.6,47,1,1,117.2,15,8,2.6,1.0,0.0,0.0,0.0,1.0,0.0
user_1117,25,8.9,3.2,2.6,1.0,2.6,2.2,1.2,2.3,1.4,6.0,8,2,7,3.0,50,0,0,194.3,7,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
user_1118,52,8.7,3.5,2.2,0.9,1.3,2.5,1.2,2.9,2.0,7.8,6,8,7,1.9,36,1,1,117.1,19,18,15.9,0.0,1.0,0.0,0.0,1.0,0.0
user_1119,14,7.6,0.0,2.4,1.4,1.0,0.0,0.3,1.2,0.7,7.9,10,6,1,6.9,43,0,0,129.3,3,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0
